ingredient_C,ingredient_Si,ingredient_Mn,ingredient_P,ingredient_S,feLiquid_temp,feLiquid_enclose,feScrapped_enclose,feLqCons_enclose,feRawCons_enclose,steelLiquid,oxygenSupply_time,oxygen_consume,lime_append,limestone_append,dolomite_append,mineral_append,qingshao_append,steelLiq_pullTemp1,nitrogen_time,terminal_C,terminal_S,terminal_P,terminal_Mn
0.6022727272727275,0.17894736842105266,0.41935483870967744,0.5810810810810809,0.4285714285714285,0.649193548387097,0.48305084745762716,0.634375,0.42928981304374636,0.5941470166592513,0.5544041450777204,0.6923076923076925,0.6652938974166978,0.5106382978723404,0.3073047858942065,0.31034482758620685,0.09803921568627451,0.6,0.507142857142858,0.5663865546218487,0.31578947368421056,0.14285714285714288,0.31116389548693585,0.4137931034482759
0.6647727272727275,0.3789473684210526,0.37096774193548393,0.5675675675675675,0.4285714285714285,0.7661290322580641,0.6723163841807911,0.303125,0.6380267785524771,0.4901873547876807,0.5207253886010363,0.8852901484480433,0.7034818420067388,0.3617021276595745,0.49622166246851385,0.6551724137931034,0.3333333333333333,0.1,0.6285714285714299,0.5764705882352941,0.4210526315789474,0.2857142857142857,0.2874109263657957,0.3793103448275862
0.6193181818181817,0.33684210526315783,0.5483870967741936,0.31081081081081074,0.5510204081632653,0.665322580645161,0.6384180790960454,0.628125,0.5548836922317517,0.7821444460922438,0.5725388601036272,0.7219973009446694,0.6315986521901908,0.5106382978723404,0.43324937027707805,0.2758620689655172,0.13725490196078433,0.44999999999999996,0.44285714285714306,0.3915966386554622,0.5263157894736843,0.4642857142857143,0.19239904988123513,0.5862068965517242
0.5113636363636367,0.15789473684210528,0.3387096774193548,0.6891891891891893,0.6530612244897959,0.568548387096774,0.5847457627118642,0.490625,0.5131116184364779,0.5340847298432942,0.5647668393782386,0.6248313090418356,0.5230250842381128,0.0851063829787234,0.3702770780856423,0.31034482758620685,0.1764705882352941,0.35,0.26428571428571423,0.5159663865546218,0.2105263157894737,0.4999999999999999,0.14489311163895485,0.3103448275862069
0.2670454545454546,0.15789473684210528,0.5322580645161291,0.09459459459459452,0.36734693877551017,0.42741935483870996,0.7231638418079096,0.65625,0.3711667797865119,0.45133224578575337,0.857512953367876,0.8367071524966261,0.7731186821415201,0.4042553191489362,0.055415617128463476,0.31034482758620685,0.0784313725490196,0.6,0.43571428571428683,0.5378151260504201,0.31578947368421056,0.3928571428571428,0.2161520190023753,0.4482758620689656
0.6306818181818183,0.5157894736842105,0.37096774193548393,0.28378378378378355,0.2040816326530612,0.560483870967742,0.4350282485875705,0.65625,0.3897698525328561,0.5615700232339709,0.5492227979274613,0.8178137651821864,0.6450767502807937,0.29787234042553196,0.43324937027707805,0.13793103448275862,0.1176470588235294,0.35,0.5285714285714285,0.5176470588235293,0.2105263157894737,0.4642857142857143,0.31116389548693585,0.3448275862068966
0.43181818181818166,0.34736842105263155,0.5000000000000001,0.44594594594594583,0.3877551020408163,0.645161290322581,0.6242937853107344,0.71875,0.23835379774171672,0.2986801127094756,0.9196891191709846,0.7570850202429149,0.816548109322351,0.7234042553191489,0.055415617128463476,0.13793103448275862,0.1568627450980392,0.6,0.5714285714285712,0.4168067226890756,0.26315789473684215,0.24999999999999997,0.31116389548693585,0.517241379310345
0.6818181818181821,0.43157894736842106,0.5322580645161291,0.527027027027027,0.2857142857142857,0.6129032258064511,0.5480225988700567,0.421875,0.6494724501758498,0.6935093183054031,0.39637305699481873,0.7354925775978407,0.5855484837139648,0.14893617021276595,0.7481108312342569,0.689655172413793,0.1764705882352941,0.1,0.5214285714285722,0.37815126050420167,0.4210526315789474,0.3928571428571428,0.45368171021377673,0.517241379310345
0.5909090909090908,0.13684210526315785,0.5967741935483872,0.6081081081081081,0.6530612244897959,0.6733870967741931,0.7627118644067794,0.18125,0.8831677670142533,0.7306342379751838,0.3748704663212439,0.7422402159244266,0.5544739797828526,0.5744680851063829,0.5591939546599496,0.06896551724137931,0.43137254901960786,0.65,0.6928571428571431,0.4873949579831932,0.26315789473684215,0.2857142857142857,0.6437054631828979,0.3448275862068966
0.4659090909090913,0.44210526315789467,0.5967741935483872,0.4999999999999998,0.3877551020408163,0.717741935483871,0.6497175141242937,0.16875,0.7187326463873633,0.44540016807553506,0.42357512953367893,0.5978407557354926,0.47772369898914246,0.14893617021276595,0.40806045340050373,0.31034482758620685,0.6666666666666666,0.25,0.5428571428571427,0.5176470588235293,0.368421052631579,0.4285714285714286,0.3586698337292162,0.4827586206896552
